0: [49, 56, 56, 50, 58, 54, 49, 52, 54, 51, 60, 58, 56, 56, 60, 61, 58, 57, 58, 58]
0.1: [53.4, 61.1, 60.4, 59.7, 62.4, 60.3, 55.0, 56.3, 60.9, 56.9, 66.8, 63.6, 63.8, 63.4, 66.4, 68.5, 65.3, 64.3, 66.4, 64.4]
0.2: [56.8, 67.2, 61.8, 64.4, 66.8, 65.8, 60.0, 63.6, 67.4, 62.2, 73.6, 68.2, 68.8, 69.8, 72.8, 73.2, 70.6, 75.0, 74.8, 70.6]
0.3: [60.2, 72.6, 67.3, 69.1, 73.1, 69.0, 63.2, 66.6, 72.1, 65.8, 79.3, 72.2, 73.5, 76.2, 79.2, 77.3, 75.9, 81.0, 80.4, 76.3]
0.4: [63.6, 78.2, 70.4, 69.4, 77.0, 72.8, 65.6, 69.8, 76.8, 69.0, 87.4, 76.6, 77.8, 81.8, 85.6, 81.4, 81.4, 84.0, 85.2, 75.2]
0.5: [67.0, 82.5, 73.5, 71.0, 80.5, 76.0, 74.5, 73.0, 82.5, 72.0, 87.0, 81.0, 82.0, 86.5, 89.5, 85.0, 86.5, 85.0, 90.0, 79.0]
1: [84, 104, 89, 80, 97, 90, 77, 89, 100, 73, 99, 102, 96, 107, 116, 104, 109, 106, 113, 98]
1.5: [95.5, 125.0, 92.0, 87.0, 102.0, 91.5, 88.5, 98.0, 116.0, 90.0, 114.5, 111.5, 106.5, 131.0, 137.5, 117.5, 134.0, 132.0, 137.0, 120.0]
2: [98, 145, 98, 94, 115, 100, 90, 109, 135, 82, 139, 134, 121, 155, 161, 142, 142, 141, 158, 131]
3: [119, 183, 112, 130, 141, 147, 96, 131, 173, 91, 169, 166, 158, 203, 208, 182, 175, 166, 192, 160]
