0: [1.2662379741668701, 1.5218870639801025, 1.0177011489868164, 0.9770627021789551, 1.1740338802337646, 1.5647480487823486, 1.0896861553192139, 1.5402250289916992, 1.142953872680664, 1.3893611431121826, 4.625396966934204, 5.7850258350372314, 6.940638065338135, 3.629728078842163, 4.412837743759155, 4.22652792930603, 6.399709939956665, 5.6234657764434814, 3.487459897994995, 6.351663112640381]
0.1: [1.2698743343353271, 1.2579071521759033, 1.0910139083862305, 1.1039917469024658, 1.1447367668151855, 1.285635232925415, 1.1552660465240479, 1.0842759609222412, 1.1755177974700928, 1.1830949783325195, 3.9793131351470947, 3.67425799369812, 3.6053287982940674, 3.369269847869873, 3.522233009338379, 3.49715518951416, 4.786853790283203, 4.185307741165161, 3.447794198989868, 3.8954670429229736]
0.2: [1.2145302295684814, 1.1753699779510498, 1.067262887954712, 1.099172830581665, 1.2882328033447266, 1.1680750846862793, 1.1909480094909668, 1.071471929550171, 1.2632739543914795, 1.226938009262085, 3.99249005317688, 3.6631317138671875, 3.828195095062256, 3.6599979400634766, 3.4533419609069824, 3.8403451442718506, 4.657782077789307, 3.9846808910369873, 3.4632461071014404, 4.3592119216918945]
0.3: [1.2433090209960938, 1.1109569072723389, 1.2100260257720947, 0.9823422431945801, 1.2493016719818115, 1.194977045059204, 1.054102897644043, 1.0541980266571045, 1.2492730617523193, 1.4364831447601318, 4.093953847885132, 3.699544668197632, 3.8986082077026367, 3.9957833290100098, 3.619476795196533, 3.5851547718048096, 4.673214912414551, 4.4112279415130615, 3.6019809246063232, 3.7985599040985107]
0.4: [1.2710850238800049, 1.3236639499664307, 1.1923108100891113, 0.984367847442627, 1.3067998886108398, 1.0600929260253906, 1.154829978942871, 1.1199297904968262, 1.3709959983825684, 1.402695894241333, 4.373111009597778, 3.718057870864868, 4.005017995834351, 3.891813278198242, 3.6067802906036377, 3.805579900741577, 4.201065301895142, 4.348256826400757, 3.6348061561584473, 4.037147045135498]
0.5: [1.2059001922607422, 1.271125078201294, 1.2248709201812744, 0.9693770408630371, 1.2171380519866943, 1.1130919456481934, 1.089266061782837, 1.0734457969665527, 1.302178144454956, 1.4171535968780518, 3.995171070098877, 3.7701268196105957, 3.771120309829712, 3.672264814376831, 3.7876930236816406, 3.6173219680786133, 4.336004972457886, 4.2715630531311035, 4.119072914123535, 3.925103187561035]
1: [1.2235710620880127, 1.113631010055542, 1.069192886352539, 1.2388551235198975, 1.2782061100006104, 1.1961798667907715, 1.1965460777282715, 1.0184261798858643, 1.2491121292114258, 1.1537840366363525, 4.146550178527832, 3.736367702484131, 4.709938287734985, 4.03172492980957, 3.4969499111175537, 4.306249141693115, 4.466376066207886, 4.524915933609009, 4.264626741409302, 3.829315185546875]
1.5: [1.3401799201965332, 1.1646509170532227, 1.1470580101013184, 1.1452898979187012, 1.3706259727478027, 1.1260018348693848, 1.2189030647277832, 1.0833191871643066, 1.3196988105773926, 1.5351412296295166, 4.001877069473267, 4.11778998374939, 4.0802319049835205, 3.917780876159668, 3.3807265758514404, 3.6905558109283447, 4.3414318561553955, 4.294047117233276, 3.95963191986084, 3.821150064468384]
2: [1.2148590087890625, 1.1862678527832031, 1.3206541538238525, 1.220749855041504, 1.33648681640625, 1.2693259716033936, 1.098682165145874, 1.0845310688018799, 1.3994269371032715, 1.3531017303466797, 3.9751927852630615, 4.009052276611328, 4.049925088882446, 3.7665109634399414, 3.7361960411071777, 3.833348035812378, 4.344367027282715, 4.291285037994385, 4.057572841644287, 3.926407814025879]
3: [1.2626187801361084, 1.1644423007965088, 1.0749380588531494, 1.1768877506256104, 1.364661693572998, 1.281256914138794, 1.13387131690979, 1.0885729789733887, 1.3808579444885254, 1.3771209716796875, 4.090952157974243, 3.565943717956543, 4.235823154449463, 4.092369794845581, 3.3272500038146973, 3.955897808074951, 4.17241907119751, 4.253359079360962, 4.058121919631958, 3.8462111949920654]
