0: [12.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.796163466380676e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1: [28.0, 15.0, 15.0, 14.999999999999998, 15.0, 15.0, 15.000000000000004, 4.9999999999999964, 4.999999999999998, 5.0, 5.000000000000001, 5.0, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999999977749958, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000000000036, 0.0]
2: [16.000000000000014, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
3: [11.0, 5.0, 0.0, 0.0, 0.0, 1.7763568394002505e-15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4: [24.0, 15.0, 14.999999982499954, 15.0, 11.999999999999993, 12.0, 12.000000000000004, 4.0, 4.0, 4.0, 4.0000000000000036, 4.0, 4.0, 4.000000000000001, 4.000000000000002, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.000000000000001, 4.000000000000002, 4.0, 4.0, 4.000000000000001, 4.000000000000001, 4.0, 4.000000000000002, 4.000000000000002, 4.000000000000001, 4.0, 4.0, 0.0, 0.0, 3.552713678800501e-15, 0.0, 0.0, 0.0, 4.798984698517472e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 4.798984765130854e-08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.3322676295501878e-15, 0.0, 0.0, 0.0]
5: [26.0, 15.99999999999994, 16.0, 15.999999999999993, 16.0, 15.999999999999998, 11.999999999999995, 9.0, 9.0, 8.99999999999999, 6.0, 5.999999741443912, 6.0, 6.0, 3.0, 3.0, 3.0, 3.0, 2.9999999999999996, 3.0, 3.0, 3.000000000000001, 3.0, 3.0, 3.0, 3.0000000000000018, 3.0, 3.0, 2.9999999999999982, 3.0000000000000004, 3.0, 3.0000000000000004, 3.0, 3.0, 3.0, 1.0, 1.0, 0.9999998400551968, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.440892098500626e-16, 0.0, 0.0, 0.0, 8.881784197001252e-16, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
6: [31.0, 17.0, 9.0, 8.999982600133293, 8.999998249999393, 7.0, 7.0, 7.0, 6.999999999999998, 7.0, 7.0, 7.0, 7.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.000000000000001, 3.0, 3.0000001152837132, 3.0, 7.798414669579756e-08, 7.798414669579756e-08, 7.798414669579756e-08, 7.798414669579756e-08, 0.0, 7.798414980442203e-08, 0.0, 0.0, 1.7763568394002505e-15, 8.881784197001252e-16, 0.0, 0.0, 0.0, 0.0]
7: [34.0, 14.0, 2.0, 2.0, 1.9999999999999876, 2.0000000000000004, 2.0, 2.0000000000000004, 2.000000000000001, 2.0000000000000004, 2.0, 2.0000000000000004, 2.0, 2.0, 2.0000000000000004, 2.0, 2.0, 2.0, 1.9999999999999982, 2.0000000000000004, 2.0000000000000004, 2.0000000000000004, 2.0, 1.9999999999999964, 2.0, 2.0, 2.0, 2.000000000000001, 2.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8: [16.0, 3.000000000000001, 3.0, 3.0, 3.0, 3.0, 3.0000000000000018, 3.0, 3.0, 3.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.9999999981478158, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
9: [11.0, 5.0000000000000036, 4.9999999999999964, 5.0, 5.0000000000000036, 5.0, 4.999999993331416, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.999990000090325, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0000000000000018, 1.0000000000000022, 1.0, 1.0, 0.9999993135792717, 1.0000000000000036, 1.0000000000000018, 1.0, 1.0, 1.0, 1.0000000000000018, 1.000002146342478, 1.0000000000000036, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999956000149304, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
