0: [180.0082619190216, 180.00399708747864, 180.00624895095825, 180.00157809257507, 180.00505781173706, 180.0051770210266, 180.00232005119324, 180.00766611099243, 180.0139501094818, 180.00369000434875, 180.01817393302917, 180.0477738380432, 180.01763105392456, 180.00558280944824, 180.0206000804901, 180.06567406654358, 180.03971600532532, 180.0047631263733, 180.00966215133667, 180.1210219860077]
0.1: [180.00195908546448, 180.0112600326538, 180.01018905639648, 180.01024389266968, 180.004154920578, 180.00430822372437, 180.00307393074036, 180.00480484962463, 180.00334906578064, 180.01699805259705, 180.08145594596863, 180.03761887550354, 180.03853106498718, 180.00674390792847, 180.01135897636414, 180.01428604125977, 180.00472116470337, 180.0018229484558, 180.00384998321533, 180.020690202713]
0.2: [180.00889205932617, 180.01872205734253, 180.01770401000977, 180.00796103477478, 180.0142719745636, 180.00787591934204, 180.01474404335022, 180.01166200637817, 180.01448106765747, 180.0058319568634, 180.07314610481262, 180.02652406692505, 180.02558302879333, 180.03268814086914, 180.0052888393402, 180.00502800941467, 180.0264139175415, 180.02138805389404, 180.05319786071777, 180.0099241733551]
0.3: [180.0049328804016, 180.00182509422302, 180.00844502449036, 180.0182819366455, 180.0064628124237, 180.00901889801025, 180.00280594825745, 180.01509308815002, 180.01031804084778, 180.00809907913208, 180.03173995018005, 180.00899600982666, 180.03959107398987, 180.00057101249695, 180.02497506141663, 180.03869915008545, 180.00631093978882, 180.00484585762024, 180.0294749736786, 180.0251669883728]
0.4: [180.01004910469055, 180.00978088378906, 180.02078700065613, 180.0090560913086, 180.0094029903412, 180.02930307388306, 180.00416898727417, 180.02091097831726, 180.00257396697998, 180.00340390205383, 180.00932788848877, 180.02124500274658, 180.03362107276917, 180.0130159854889, 180.02011799812317, 180.1897509098053, 180.0085220336914, 180.01927399635315, 180.02031087875366, 180.02750301361084]
0.5: [180.00658702850342, 180.00829005241394, 180.0090250968933, 180.02168488502502, 180.02077388763428, 180.01395297050476, 180.01207900047302, 180.00535106658936, 180.0176830291748, 180.01104307174683, 180.01917791366577, 180.00447702407837, 180.00670409202576, 180.00599884986877, 180.15651392936707, 180.00374698638916, 180.0094859600067, 180.00700998306274, 180.00758600234985, 180.02246499061584]
1: [180.01740193367004, 180.00261902809143, 180.0105118751526, 180.00294494628906, 180.0069591999054, 180.01535296440125, 180.0210349559784, 180.0197241306305, 180.0219280719757, 180.00765204429626, 180.02615880966187, 180.00565814971924, 180.01762795448303, 180.01562905311584, 180.02487897872925, 180.0420479774475, 180.0085060596466, 180.00590205192566, 180.00931406021118, 180.01921105384827]
1.5: [180.0105140209198, 180.0046989917755, 180.00462913513184, 180.00629591941833, 180.0051531791687, 180.00230598449707, 180.00923991203308, 180.00940489768982, 180.006609916687, 180.00998401641846, 180.01005506515503, 180.0080370903015, 180.00367999076843, 180.012601852417, 180.01566410064697, 180.02431201934814, 180.00692105293274, 180.00441908836365, 180.01437401771545, 180.01125597953796]
2: [180.00613594055176, 180.00374102592468, 180.00815606117249, 180.00523614883423, 180.00412702560425, 180.00800609588623, 180.02810502052307, 180.00821685791016, 180.00678300857544, 180.02132296562195, 180.0181748867035, 180.02379202842712, 180.02114605903625, 180.02005290985107, 180.01917099952698, 180.01175093650818, 180.0055649280548, 180.00706601142883, 180.01331305503845, 180.00630617141724]
3: [180.00652813911438, 180.00157403945923, 180.0084309577942, 180.00192594528198, 180.01365113258362, 180.00861406326294, 180.0116069316864, 180.00375699996948, 180.00414085388184, 180.00201416015625, 180.00367903709412, 180.24518394470215, 180.00698900222778, 180.00412893295288, 180.01134395599365, 180.01351809501648, 180.0211410522461, 180.01127290725708, 180.00578999519348, 180.01310205459595]
