0: [1.637281894683838, 1.3294658660888672, 1.8860650062561035, 2.1009390354156494, 2.2590138912200928, 1.8280339241027832, 1.7335407733917236, 1.924914836883545, 1.687087059020996, 1.1654791831970215]
0.1: [2.1037421226501465, 1.5162770748138428, 1.8676321506500244, 2.1507978439331055, 2.163892984390259, 1.5887689590454102, 1.8632252216339111, 2.0305120944976807, 1.4061338901519775, 1.5497252941131592]
0.2: [2.1200599670410156, 1.390882968902588, 1.9818768501281738, 2.1545801162719727, 2.426842212677002, 1.7273290157318115, 1.9227182865142822, 1.872649908065796, 1.7820611000061035, 1.5882861614227295]
0.3: [2.1206037998199463, 1.602903127670288, 2.1011271476745605, 2.070469856262207, 2.3951590061187744, 1.6168899536132812, 1.7188811302185059, 2.154287815093994, 1.816594123840332, 1.5420889854431152]
0.4: [2.1773428916931152, 1.6216769218444824, 2.2102630138397217, 2.654852867126465, 2.216749906539917, 1.6349551677703857, 1.592170000076294, 1.657444953918457, 1.5724449157714844, 1.604227066040039]
0.5: [2.10729718208313, 1.488637924194336, 2.226529121398926, 2.565998077392578, 1.9217641353607178, 1.8518970012664795, 1.7970139980316162, 1.8159267902374268, 1.6485390663146973, 1.5966458320617676]
1: [1.834758996963501, 1.500852108001709, 2.0751750469207764, 2.363844156265259, 1.9984240531921387, 1.6537690162658691, 1.7359387874603271, 1.487835168838501, 1.4423649311065674, 1.4855878353118896]
1.5: [1.9172310829162598, 1.521846055984497, 2.23848819732666, 2.653865098953247, 2.154567003250122, 1.6176130771636963, 1.720668077468872, 1.5519397258758545, 1.5422189235687256, 1.4444596767425537]
2: [1.907904863357544, 1.5240209102630615, 1.9814372062683105, 2.6347239017486572, 2.0161728858947754, 1.525378942489624, 1.7363488674163818, 1.5338668823242188, 1.442284107208252, 1.400038242340088]
3: [1.96449875831604, 1.6555511951446533, 2.0862748622894287, 2.302967071533203, 2.0799710750579834, 1.695937156677246, 1.5841858386993408, 1.4855129718780518, 1.442345142364502, 1.4919300079345703]
